% Model,Qsense_electroaimant_controlechamp3D.mph
% Version,COMSOL 5.5.0.359
% Date,"Nov 7 2022, 10:37"
% Dimension,3
% Nodes,75
% Expressions,3
% Description,Arrow volume
% x,y,z,VectorX,VectorY,VectorZ
-0.0025,-0.0025,-5.0E-4,0.00744476560224118,0.03105121775412091,0.013683564898788053
-0.00125,-0.0025,-5.0E-4,0.007725407377903922,0.031765756459443774,0.013715621443082032
0,-0.0025,-5.0E-4,0.008192443230338055,0.031854335911685266,0.014031263005745517
0.0012499999999999998,-0.0025,-5.0E-4,0.009208642067438747,0.03220407828149201,0.013815622806628073
0.0025,-0.0025,-5.0E-4,0.00984311648476241,0.03176549792801603,0.013919347464384356
-0.0025,-0.00125,-5.0E-4,0.008019696731364677,0.0314485299590828,0.01359948773810955
-0.00125,-0.00125,-5.0E-4,0.0081467266573245,0.031893934442644684,0.013443732321545197
0,-0.00125,-5.0E-4,0.008498161196850238,0.03188472005085154,0.013458198509710376
0.0012499999999999998,-0.00125,-5.0E-4,0.009057762567679838,0.03227185129947743,0.013724593129552801
0.0025,-0.00125,-5.0E-4,0.009356842757865809,0.03163712306495284,0.013641305723872961
-0.0025,0,-5.0E-4,0.008336599394289069,0.031709107389823334,0.013774194380104045
-0.00125,0,-5.0E-4,0.008568045936745037,0.032022112425845656,0.013171843200008363
0,0,-5.0E-4,0.008650791456862317,0.03202383950802503,0.013076104422746614
0.0012499999999999998,0,-5.0E-4,0.008193963329094889,0.032147618088959655,0.013369261886213554
0.0025,0,-5.0E-4,0.008134110159993352,0.03155114247360451,0.013286057652143078
-0.0025,0.0012499999999999998,-5.0E-4,0.009625009462161292,0.03204088650537955,0.013579480210839366
-0.00125,0.0012499999999999998,-5.0E-4,0.008601391541222863,0.03282575960922118,0.012593646119978586
0,0.0012499999999999998,-5.0E-4,0.008653252943273546,0.032993022836793034,0.012771751636159642
0.0012499999999999998,0.0012499999999999998,-5.0E-4,0.007864339344287421,0.03224636256825691,0.01301005941532181
0.0025,0.0012499999999999998,-5.0E-4,0.007831877851602123,0.0312066741790809,0.012597286357081138
-0.0025,0.0025,-5.0E-4,0.010078262004838913,0.03173788159402149,0.013043218594354119
-0.00125,0.0025,-5.0E-4,0.00905568248375618,0.032364315779064956,0.012702855115783639
0,0.0025,-5.0E-4,0.00852788500856027,0.03246090262659772,0.012799529759551048
0.0012499999999999998,0.0025,-5.0E-4,0.008008091487034106,0.03185051110214077,0.012900579913383356
0.0025,0.0025,-5.0E-4,0.007167119035650538,0.031008656838813323,0.013042792702776557
-0.0025,-0.0025,0,0.00735050106873511,0.031134116946049232,0.013336940424431046
-0.00125,-0.0025,0,0.007819750049665735,0.031846224852813236,0.01357552284729487
0,-0.0025,0,0.0085150150939842,0.0322589290303611,0.01343099917474815
0.0012499999999999998,-0.0025,0,0.009149489511307875,0.031820348676885116,0.01353472383250444
0.0025,-0.0025,0,0.009801166582239043,0.03153534572149837,0.013650174989664754
-0.0025,-0.00125,0,0.007925432197858635,0.03153142915101114,0.013252863263752523
-0.00125,-0.00125,0,0.008394681178789255,0.032243537057775176,0.013491445686616374
0,-0.00125,0,0.008364135594225316,0.032326702048346506,0.013339969497672882
0.0012499999999999998,-0.00125,0,0.008998610011548964,0.03188812169487052,0.01344369415542917
0.0025,-0.00125,0,0.009312704623385654,0.03161746251898466,0.013587922621869978
-0.0025,0,0,0.008141440837184162,0.03164413862166933,0.013683350376570414
-0.00125,0,0,0.00896961230791276,0.03264084926273709,0.013407368525937857
0,0,0,0.008062702689247435,0.03256127672603625,0.013508960562662565
0.0012499999999999998,0,0,0.007981801354476764,0.032255711060048056,0.013330746739295036
0.0025,0,0,0.008189570072498667,0.03169165127480099,0.013173274662607764
-0.0025,0.0012499999999999998,0,0.009429850905056398,0.03197591773722558,0.01348863620730573
